model,GT_percent,GPT-5.1_percent,Gemini_percent,Deepseek_percent,GPT-5.1_over_GT,Gemini_over_GT,Deepseek_over_GT
wmp,0.011960292,0,0,0,0,0,0
wmclip,0.011960292,0,0,0,0,0,0
wmact,0.011960292,0,0,0,0,0,0
wizardmath7b11,0.011960292,0,0,0,0,0,0
wizardmath7b,0.011960292,0.0304414,0,0,2.545205479,0,0
wizardmath13b,0.011960292,0,0,0,0,0,0
wizardlm13b,0.011960292,0,0,0,0,0,0
wizardcoder,0.011960292,0,0,0,0,0,0
wisead,0.011960292,0,0,0,0,0,0
wikontic,0.011960292,0,0,0,0,0,0
wifi6obsspd,0.011960292,0,0,0,0,0,0
whistledown,0.011960292,0,0,0,0,0,0
whisperv3,0.011960292,0,0.02985966,0,0,2.496566139,0
deepel,0.011960292,0,0,0,0,0,0
deepafxst,0.011960292,0,0,0,0,0,0
exprecent,0.011960292,0,0,0,0,0,0
exprag,0.011960292,0,0,0.039541321,0,0,3.306049822
explicitmask,0.011960292,0,0,0,0,0,0
explainableguard,0.011960292,0,0,0,0,0,0
expairtllm,0.011960292,0,0,0,0,0,0
exomiser,0.011960292,0,0,0,0,0,0
evosynth,0.011960292,0,0,0,0,0,0
evorec,0.011960292,0,0,0,0,0,0
evoprompt,0.011960292,0,0,0,0,0,0
evomaster,0.011960292,0,0,0,0,0,0
evollmjp7b,0.011960292,0,0,0,0,0,0
evo27b,0.011960292,0,0,0,0,0,0
fairy2iw1,0.011960292,0,0,0,0,0,0
factmmrag,0.011960292,0,0,0,0,0,0
f3net,0.011960292,0,0,0,0,0,0
eyemmuscle,0.011960292,0,0,0,0,0,0
deeprmot,0.011960292,0,0,0,0,0,0
deepretrieval,0.011960292,0,0,0,0,0,0
deepreasoningllama,0.011960292,0,0,0,0,0,0
deepnetwork,0.011960292,0,0,0,0,0,0
deeplog,0.011960292,0,0,0,0,0,0
deepirt,0.011960292,0,0,0,0,0,0
deephermes3llama38b,0.011960292,0,0,0,0,0,0
deepfool,0.011960292,0,0,0,0,0,0
fastdownward,0.011960292,0.0304414,0.059719319,0,2.545205479,4.993132278,0
fashionnn,0.011960292,0,0,0,0,0,0
fanar19binstruct,0.011960292,0,0,0,0,0,0
falcon33b,0.011960292,0,0,0,0,0,0
falcon3,0.011960292,0,0,0,0,0,0
falcon11b,0.011960292,0,0,0,0,0,0
falcon,0.011960292,0,0.02985966,0.079082641,0,2.496566139,6.612099644
faiss,0.011960292,0,0,0,0,0,0
fairy2iw3,0.011960292,0,0,0,0,0,0
fairy2iw2,0.011960292,0,0,0,0,0,0
fedbcd,0.011960292,0,0,0,0,0,0
fedavggnn,0.011960292,0,0,0,0,0,0
feat,0.011960292,0,0,0,0,0,0
fearref,0.011960292,0,0,0,0,0,0
fci,0.011960292,0,0,0,0,0,0
fasttree,0.011960292,0,0,0,0,0,0
fastreason,0.011960292,0,0,0,0,0,0
fastmmoe,0.011960292,0,0,0,0,0,0
fastforwardpruning,0.011960292,0,0,0,0,0,0
fastervlm,0.011960292,0,0,0,0,0,0
whisperlargev3,0.011960292,0,0,0,0,0,0
whisperlarge,0.011960292,0.152207002,0,0,12.7260274,0,0
wet,0.011960292,0,0,0,0,0,0
wenxin,0.011960292,0,0,0,0,0,0
wel,0.011960292,0,0,0,0,0,0
weightedensemble,0.011960292,0,0,0,0,0,0
webrec,0.011960292,0,0,0,0,0,0
wav2vec2xlsr,0.011960292,0,0,0,0,0,0
wav2vec20,0.011960292,0,0.089578979,0,0,7.489698417,0
watttool8b,0.011960292,0,0,0,0,0,0
watttool70b,0.011960292,0,0,0,0,0,0
watersearch,0.011960292,0,0,0,0,0,0
warden,0.011960292,0,0,0,0,0,0
film7b,0.011960292,0,0,0,0,0,0
ficots,0.011960292,0,0,0,0,0,0
fgsm,0.011960292,0,0,0,0,0,0
fga,0.011960292,0,0,0,0,0,0
ffalora,0.011960292,0,0,0,0,0,0
fewvlmlarge,0.011960292,0,0,0,0,0,0
fewvlmbase,0.011960292,0,0,0,0,0,0
fewsoc,0.011960292,0,0,0,0,0,0
fedprox,0.011960292,0.060882801,0.02985966,0,5.090410959,2.496566139,0
fedot,0.011960292,0,0,0,0,0,0
fedlora,0.011960292,0,0,0,0,0,0
federatedlogistic,0.011960292,0,0,0,0,0,0
feddbnids,0.011960292,0,0,0,0,0,0
fedcybgd,0.011960292,0,0,0,0,0,0
fedcmooa,0.011960292,0,0,0,0,0,0
flair,0.011960292,0,0,0,0,0,0
fixedτ,0.011960292,0,0,0,0,0,0
fitnessthresholding,0.011960292,0,0,0,0,0,0
fishr,0.011960292,0,0,0,0,0,0
first,0.011960292,0,0,0,0,0,0
firm,0.011960292,0,0,0,0,0,0
firefunctionv2,0.011960292,0,0,0,0,0,0
finetuning,0.011960292,0,0,0,0,0,0
finetunedllama32,0.011960292,0,0,0,0,0,0
finetunedgpt41,0.011960292,0,0,0,0,0,0
fine,0.011960292,0,0,0,0,0,0
dcrnn,0.011960292,0.0304414,0.02985966,0.039541321,2.545205479,2.496566139,3.306049822
dccu,0.011960292,0,0,0,0,0,0
flux1dev,0.011960292,0,0,0,0,0,0
flowmatching,0.011960292,0.0304414,0,0,2.545205479,0,0
flowjudge,0.011960292,0,0,0,0,0,0
flora,0.011960292,0,0,0,0,0,0
flic,0.011960292,0,0,0,0,0,0
flcnntraffic,0.011960292,0,0,0,0,0,0
flashinfer,0.011960292,0,0,0,0,0,0
flashattention,0.011960292,0,0,0,0,0,0
flap,0.011960292,0,0,0,0,0,0
flant5xl,0.011960292,0,0,0,0,0,0
flant5large,0.011960292,0,0,0.039541321,0,0,3.306049822
flamingo80b,0.011960292,0.0304414,0,0,2.545205479,0,0
foresight,0.011960292,0,0,0,0,0,0
foodlmm,0.011960292,0,0,0,0,0,0
focusevo2,0.011960292,0,0,0,0,0,0
fmlp,0.011960292,0,0,0,0,0,0
flux1kontext,0.011960292,0,0,0,0,0,0
deepaco,0.011960292,0,0,0,0,0,0
debertav3large,0.011960292,0.182648402,0.02985966,0,15.27123288,2.496566139,0
debertav3base,0.011960292,0,0,0,0,0,0
debertareward,0.011960292,0,0,0,0,0,0
debertamnli,0.011960292,0,0,0,0,0,0
ddaig,0.011960292,0,0,0,0,0,0
dcrs,0.011960292,0,0,0,0,0,0
wang,0.011960292,0,0,0,0,0,0
wanet,0.011960292,0,0,0,0,0,0
wandallama27b,0.011960292,0,0,0,0,0,0
vtw,0.011960292,0,0,0,0,0,0
vs,0.011960292,0,0,0,0,0,0
vptq,0.011960292,0,0,0,0,0,0
voyage3large,0.011960292,0,0,0,0,0,0
voxtralmini3b2507,0.011960292,0,0,0,0,0,0
vos,0.011960292,0,0,0,0,0,0
vmrmot,0.011960292,0,0,0,0,0,0
vltrojan,0.011960292,0,0,0,0,0,0
vlt5,0.011960292,0,0,0,0,0,0
vlpuda,0.011960292,0,0,0,0,0,0
fullcontext,0.011960292,0,0,0,0,0,0
ftl,0.011960292,0,0,0,0,0,0
ftkl,0.011960292,0,0,0,0,0,0
fsnet,0.011960292,0,0,0,0,0,0
frugalgpt,0.011960292,0,0,0,0,0,0
frozen,0.011960292,0,0,0,0,0,0
freezeomni7b,0.011960292,0,0,0,0,0,0
frdepnewstrf,0.011960292,0,0,0,0,0,0
framequant,0.011960292,0,0,0,0,0,0
founder,0.011960292,0,0,0,0,0,0
forkingtokens,0.011960292,0,0,0,0,0,0
forgettingmari,0.011960292,0,0,0,0,0,0
forgedan,0.011960292,0,0,0,0,0,0
foresightpbs,0.011960292,0,0,0,0,0,0
g2a2c,0.011960292,0,0,0,0,0,0
g17b,0.011960292,0,0,0,0,0,0
g13b,0.011960292,0,0,0,0,0,0
fwsvd,0.011960292,0,0,0,0,0,0
fusellm7b,0.011960292,0,0,0,0,0,0
fusedsystem,0.011960292,0,0,0,0,0,0
functioncall,0.011960292,0,0,0,0,0,0
functionarysmallv32,0.011960292,0,0,0,0,0,0
functionarymediumv32,0.011960292,0,0,0,0,0,0
functionary70b,0.011960292,0,0,0,0,0,0
fun3du,0.011960292,0,0,0,0,0,0
fullrefresh,0.011960292,0,0,0,0,0,0
fullprecision,0.011960292,0,0,0,0,0,0
fullft,0.011960292,0,0,0,0,0,0
fullfileincft,0.011960292,0,0,0,0,0,0
gaodemaps,0.011960292,0,0,0,0,0,0
gani,0.011960292,0,0,0,0,0,0
gamsmodel,0.011960292,0,0,0,0,0,0
gamma227b,0.011960292,0,0,0,0,0,0
game,0.011960292,0,0,0,0,0,0
gama,0.011960292,0,0,0,0,0,0
galactica67b,0.011960292,0,0,0,0,0,0
gala3d,0.011960292,0,0,0,0,0,0
gakl,0.011960292,0,0,0,0,0,0
gaitset,0.011960292,0,0,0,0,0,0
gaitnet,0.011960292,0,0,0,0,0,0
gadifference,0.011960292,0,0,0,0,0,0
ga,0.011960292,0,0,0,0,0,0
g2fuzz,0.011960292,0,0,0,0,0,0
dagmm,0.011960292,0,0,0,0,0,0
gem,0.011960292,0,0,0,0,0,0
gelu1l,0.011960292,0,0,0,0,0,0
gedi,0.011960292,0,0,0,0,0,0
gearnet,0.011960292,0,0,0,0,0,0
geak,0.011960292,0,0,0,0,0,0
gdrnet,0.011960292,0,0,0,0,0,0
gdpzero,0.011960292,0,0,0,0,0,0
gdpo,0.011960292,0,0,0,0,0,0
gcr,0.011960292,0,0,0,0,0,0
gcllm,0.011960292,0,0,0,0,0,0
gccf,0.011960292,0,0,0,0,0,0
gblmllama27b,0.011960292,0,0,0,0,0,0
gaussmark,0.011960292,0,0,0,0,0,0
dbretrieval,0.011960292,0,0,0,0,0,0
dbbert,0.011960292,0,0,0,0,0,0
dawfdd,0.011960292,0,0,0,0,0,0
datasentinel,0.011960292,0,0,0,0,0,0
datagovagent,0.011960292,0.0304414,0.02985966,0.039541321,2.545205479,2.496566139,3.306049822
datafilter,0.011960292,0,0,0,0,0,0
darwinlm,0.011960292,0,0,0,0,0,0
dart,0.011960292,0,0,0,0,0,0
dare,0.011960292,0,0,0,0,0,0
dapo32b,0.011960292,0,0,0,0,0,0
dann,0.011960292,0,0,0,0,0,0
dan,0.011960292,0,0,0,0,0,0
damro,0.011960292,0,0,0,0,0,0
vlmt,0.011960292,0,0,0,0,0,0
vllm,0.011960292,0,0,0,0,0,0
vlkdvitl14,0.011960292,0,0,0,0,0,0
vlkdvitb16,0.011960292,0,0,0,0,0,0
vixml,0.011960292,0,0,0,0,0,0
vitgpt2,0.011960292,0,0,0,0,0,0
vitbase16,0.011960292,0,0,0,0,0,0
vitacformer,0.011960292,0,0,0,0,0,0
vita7b,0.011960292,0,0,0,0,0,0
vit32,0.011960292,0,0,0,0,0,0
geminiembedding001,0.011960292,0,0,0,0,0,0
geminideepresearch,0.011960292,0,0,0,0,0,0
geminicli,0.011960292,0,0,0,0,0,0
gemini3propreview,0.011960292,0,0,0,0,0,0
gemini30,0.011960292,0,0,0,0,0,0
gemini3,0.011960292,0,0,0,0,0,0
gemini25prothinking,0.011960292,0,0,0,0,0,0
gemini25propreview0506,0.011960292,0,0,0,0,0,0
gemini25progrounding,0.011960292,0,0,0,0,0,0
gemini25lite,0.011960292,0,0,0,0,0,0
gemini20proexp0205,0.011960292,0,0,0,0,0,0
gemini20flashthinkingexp0121,0.011960292,0,0,0,0,0,0
gemini20flashthinking,0.011960292,0,0,0,0,0,0
gemini20flashliteprev,0.011960292,0,0,0,0,0,0
gemini20flashexp,0.011960292,0,0,0,0,0,0
cvaeonly,0.011960292,0,0,0,0,0,0
cvaellm,0.011960292,0,0,0,0,0,0
cvaegnn,0.011960292,0,0,0,0,0,0
gemma312bq8,0.011960292,0,0,0,0,0,0
gemma312biq4,0.011960292,0,0,0,0,0,0
gemma2it9b,0.011960292,0,0,0,0,0,0
gemma29battacker,0.011960292,0,0,0,0,0,0
gemma22bit,0.011960292,0,0,0,0,0,0
geminitextembedding004,0.011960292,0,0,0,0,0,0
geminijudge,0.011960292,0,0,0,0,0,0
gemma3ne4b,0.011960292,0,0,0,0,0,0
gemma3large,0.011960292,0,0,0,0,0,0
gemma34bpt,0.011960292,0,0,0,0,0,0
dagfdd,0.011960292,0,0,0,0,0,0
d3net,0.011960292,0,0,0,0,0,0
d3,0.011960292,0,0,0,0,0,0
d2,0.011960292,0,0,0,0,0,0
cw,0.011960292,0,0,0,0,0,0
cvga,0.011960292,0,0,0,0,0,0
cvc5,0.011960292,0,0,0,0,0,0
cvaeperturbation,0.011960292,0,0,0,0,0,0
visualencoder,0.011960292,0,0,0,0,0,0
vista,0.011960292,0,0,0,0,0,0
vispruner,0.011960292,0,0,0,0,0,0
visionllm,0.011960292,0,0,0,0,0,0
addonedimbert,0.011960292,0,0,0,0,0,0
adav2,0.011960292,0,0,0,0,0,0
adatok,0.011960292,0,0,0,0,0,0
adarefiner,0.011960292,0,0,0,0,0,0
adaptrec,0.011960292,0,0,0,0,0,0
adaptiveagent,0.011960292,0,0,0,0,0,0
adam,0.011960292,0,0,0,0,0,0
adaloral,0.011960292,0,0,0.039541321,0,0,3.306049822
adaembedding,0.011960292,0,0,0,0,0,0
gep,0.011960292,0,0,0,0,0,0
geodetective,0.011960292,0,0.02985966,0.039541321,0,2.496566139,3.306049822
geoclip,0.011960292,0,0,0,0,0,0
genrl,0.011960292,0,0,0,0,0,0
genrec,0.011960292,0,0,0,0,0,0
genre,0.011960292,0.0304414,0,0,2.545205479,0,0
genqrensemble,0.011960292,0,0,0,0,0,0
genqr,0.011960292,0,0,0,0,0,0
geniecat,0.011960292,0,0,0,0,0,0
generalreasoner,0.011960292,0,0,0,0,0,0
geneagent,0.011960292,0,0,0,0,0,0
gencann,0.011960292,0,0,0,0,0,0
glm,0.011960292,0,0,0,0,0,0
glinerlarge,0.011960292,0,0,0,0,0,0
glasshealth,0.011960292,0,0,0,0,0,0
gkt,0.011960292,0,0,0,0,0,0
gitlvqav2,0.011960292,0,0,0,0,0,0
gitdiffincft,0.011960292,0,0,0,0,0,0
gitbvqav2,0.011960292,0,0,0,0,0,0
gitbtextvqa,0.011960292,0,0,0,0,0,0
giovanniga,0.011960292,0,0,0,0,0,0
gin,0.011960292,0,0,0,0,0,0
ghgrl,0.011960292,0,0,0,0,0,0
geval,0.011960292,0,0,0,0,0,0
ges,0.011960292,0,0,0,0,0,0
gepa,0.011960292,0,0,0,0,0,0
gmaf,0.011960292,0,0,0,0,0,0
glpk,0.011960292,0,0,0,0,0,0
glovecnn,0.011960292,0,0,0,0,0,0
glove,0.011960292,0,0,0,0,0,0
glotlid,0.011960292,0,0,0,0,0,0
globalmem,0.011960292,0,0,0,0,0,0
glmte,0.011960292,0,0,0,0,0,0
glmembeddingv2,0.011960292,0,0,0,0,0,0
glm4vplus0111,0.011960292,0,0,0,0,0,0
glm4vplus,0.011960292,0,0,0,0,0,0
glm4voice8b,0.011960292,0,0,0,0,0,0
glm4voice,0.011960292,0,0,0,0,0,0
glm49b0414,0.011960292,0,0,0,0,0,0
glm432b,0.011960292,0,0,0,0,0,0
glm4,0.011960292,0.0304414,0,0,2.545205479,0,0
google,0.011960292,0,0,0,0,0,0
goedelproverv28b,0.011960292,0,0,0,0,0,0
goedelautoformalizer8b,0.011960292,0,0,0,0,0,0
goad,0.011960292,0,0,0,0,0,0
gnnre,0.011960292,0,0,0,0,0,0
gnnrag,0.011960292,0,0,0,0,0,0
gnngls,0.011960292,0,0,0,0,0,0
gnn4tj,0.011960292,0,0,0,0,0,0
gnn4ip,0.011960292,0,0,0,0,0,0
gmt,0.011960292,0,0,0,0,0,0
gmm,0.011960292,0,0,0,0,0,0
gman,0.011960292,0,0,0,0,0,0
adaboost,0.011960292,0,0,0,0,0,0
ada002embedding,0.011960292,0,0,0,0,0,0
ada002,0.011960292,0,0,0,0,0,0
visionarycodriver,0.011960292,0,0,0,0,0,0
virtuemodel,0.011960292,0,0,0,0,0,0
vipllava7b,0.011960292,0,0,0,0,0,0
vipllava13b,0.011960292,0,0,0,0,0,0
viper,0.011960292,0,0,0,0,0,0
vinvl,0.011960292,0,0,0,0,0,0
vim,0.011960292,0,0,0,0,0,0
viltb32vqa,0.011960292,0,0,0,0,0,0
vila1540b,0.011960292,0,0,0,0,0,0
vig,0.011960292,0,0,0,0,0,0
videoutr7b,0.011960292,0,0,0,0,0,0
videorft7b,0.011960292,0,0,0,0,0,0
cro,0.011960292,0,0,0,0,0,0
cream,0.011960292,0,0,0,0,0,0
crashwalk,0.011960292,0,0,0,0,0,0
gpt2121b,0.011960292,0,0,0,0,0,0
gpt2117m,0.011960292,0,0,0,0,0,0
gpt1b,0.011960292,0,0,0,0,0,0
gpt05b,0.011960292,0,0,0,0,0,0
gppt,0.011960292,0,0,0,0,0,0
gpo,0.011960292,0,0,0,0,0,0
gplearn,0.011960292,0,0.02985966,0,0,2.496566139,0
gpipe,0.011960292,0,0,0,0,0,0
gpg,0.011960292,0,0,0,0,0,0
gpdkl,0.011960292,0,0,0,0,0,0
gp,0.011960292,0,0,0,0,0,0
gotocr2,0.011960292,0,0,0,0,0,0
gpt2774m,0.011960292,0,0,0,0,0,0
gpt259b,0.011960292,0,0,0,0,0,0
gpt227b,0.011960292,0,0,0,0,0,0
gpt225b,0.011960292,0,0,0,0,0,0
curió7b,0.011960292,0,0,0,0,0,0
curió11b,0.011960292,0,0,0,0,0,0
cstrack,0.011960292,0,0,0,0,0,0
css,0.011960292,0,0,0,0,0,0
csqe,0.011960292,0,0,0,0,0,0
csmaca,0.011960292,0,0,0,0,0,0
csga,0.011960292,0,0,0,0,0,0
crtracker,0.011960292,0,0,0,0,0,0
crossviewag,0.011960292,0,0,0,0,0,0
crosslayertranscoder,0.011960292,0,0,0,0,0,0
crossformer,0.011960292,0,0,0,0,0,0
cpoonline,0.011960292,0,0,0,0,0,0
cpobatch,0.011960292,0,0,0,0,0,0
cpo,0.011960292,0,0,0,0,0,0
cpn,0.011960292,0,0,0,0,0,0
coupledmechanisms,0.011960292,0,0,0,0,0,0
coteachingplus,0.011960292,0,0,0,0,0,0
coteaching,0.011960292,0,0,0,0,0,0
cosp,0.011960292,0,0,0,0,0,0
corec,0.011960292,0,0,0,0,0,0
gpt2sft,0.011960292,0,0,0,0,0,0
gpt2reward,0.011960292,0,0,0,0,0,0
gpt2helpful,0.011960292,0,0,0,0,0,0
gpt2harmless,0.011960292,0,0,0,0,0,0
gpt2dpo,0.011960292,0,0,0,0,0,0
gpt4o20240806,0.011960292,0,0,0,0,0,0
gpt4o1120,0.011960292,0,0,0,0,0,0
gpt4base,0.011960292,0.0304414,0,0,2.545205479,0,0
gpt41web,0.011960292,0,0,0,0,0,0
gpt41full,0.011960292,0,0,0,0,0,0
gpt3b,0.011960292,0,0,0,0,0,0
gpt35turboinstruct,0.011960292,0,0,0,0,0,0
gpt35turbo16k,0.011960292,0,0,0,0,0,0
gpt35turbo0613,0.011960292,0,0,0,0,0,0
gpt35turbo0301,0.011960292,0,0,0,0,0,0
gpt3,0.011960292,0,0.119438638,5.100830368,0,9.986264557,426.480427
cpsycounx,0.011960292,0,0,0,0,0,0
core,0.011960292,0,0,0,0,0,0
cope,0.011960292,0,0,0,0,0,0
coop,0.011960292,0,0,0,0,0,0
convbilstm,0.011960292,0,0,0,0,0,0
constrainedsql,0.011960292,0,0,0,0,0,0
constrainedgencann,0.011960292,0,0,0,0,0,0
constant,0.011960292,0,0,0,0,0,0
concorde,0.011960292,0,0,0,0,0,0
conad,0.011960292,0,0,0,0,0,0
compllmseq,0.011960292,0,0,0,0,0,0
cokt,0.011960292,0,0,0,0,0,0
coinstruct,0.011960292,0,0,0,0,0,0
coherererankv3,0.011960292,0,0,0,0,0,0
gptfuzzer,0.011960292,0,0,0,0,0,0
gptdrive,0.011960292,0,0,0,0,0,0
gpt7b,0.011960292,0,0,0,0,0,0
gpt5think,0.011960292,0,0,0,0,0,0
gpt5optimizer,0.011960292,0,0,0,0,0,0
gpt5omini,0.011960292,0,0,0,0,0,0
gpt5o,0.011960292,0,0,0,0,0,0
gpt5mini20250807,0.011960292,0,0,0,0,0,0
gpt5imagemini,0.011960292,0,0,0,0,0,0
gpt5chatlatest,0.011960292,0,0,0,0,0,0
gpt4point,0.011960292,0,0,0,0,0,0
gpt4orag,0.011960292,0,0,0,0,0,0
gpt4oexit,0.011960292,0,0,0,0,0,0
gpto320250416,0.011960292,0,0,0,0,0,0
gpto120241217,0.011960292,0,0,0,0,0,0
compllm,0.011960292,0,0,0,0,0,0
complex,0.011960292,0.060882801,0,0,5.090410959,0,0
compgcn,0.011960292,0,0,0,0,0,0
commandrv01,0.011960292,0,0,0,0,0,0
commandr,0.011960292,0,0,0,0,0,0
commanda,0.011960292,0,0,0,0,0,0
combogait,0.011960292,0,0,0,0,0,0
colbert,0.011960292,0.182648402,0.059719319,0,15.27123288,4.993132278,0
colayout,0.011960292,0,0,0,0,0,0
cola,0.011960292,0,0.02985966,0,0,2.496566139,0
videollmonline,0.011960292,0,0,0,0,0,0
videollava7b,0.011960292,0,0,0,0,0,0
videollava,0.011960292,0,0,0,0,0,0
videollama2,0.011960292,0,0.119438638,0,0,9.986264557,0
videoknow,0.011960292,0,0,0,0,0,0
videochatr1,0.011960292,0,0,0,0,0,0
videochatgpt,0.011960292,0,0,0.158165283,0,0,13.22419929
vidcom2,0.011960292,0,0,0,0,0,0
vicuna33b,0.011960292,0,0.02985966,0,0,2.496566139,0
granite40,0.011960292,0,0,0,0,0,0
granite33,0.011960292,0,0,0,0,0,0
grammarly,0.011960292,0,0,0,0,0,0
gram,0.011960292,0,0,0,0,0,0
graftnet,0.011960292,0,0,0,0,0,0
gradnorm,0.011960292,0,0,0,0,0,0
gradientdifference,0.011960292,0,0,0,0,0,0
gptwatermark,0.011960292,0,0,0,0,0,0
gptvq,0.011960292,0,0,0,0,0,0
gptrag,0.011960292,0,0,0,0,0,0
gptrace,0.011960292,0,0,0,0,0,0
gptpilot,0.011960292,0,0,0,0,0,0
gpto3mini,0.011960292,0,0,0,0,0,0
graphif,0.011960292,0,0,0,0,0,0
graphda,0.011960292,0,0,0,0,0,0
graphcl,0.011960292,0.0304414,0,0.039541321,2.545205479,0,3.306049822
graphbridge,0.011960292,0,0,0,0,0,0
graphadapter,0.011960292,0,0,0,0,0,0
graniteguardian338b,0.011960292,0,0,0,0,0,0
graniteguardian325b,0.011960292,0,0,0,0,0,0
granitecode3b,0.011960292,0,0,0,0,0,0
granite40hmicro,0.011960292,0,0,0,0,0,0
vgg19,0.011960292,0,0,0,0,0,0
vgg11,0.011960292,0,0,0,0,0,0
veriseek,0.011960292,0,0,0,0,0,0
verireason,0.011960292,0,0,0,0,0,0
verilogeval,0.011960292,0,0,0,0,0,0
verigen,0.011960292,0,0.149298298,0,0,12.4828307,0
vera,0.011960292,0,0,0,0,0,0
vectorsearch,0.011960292,0,0,0,0,0,0
vanillarag,0.011960292,0,0,0,0,0,0
vanillamean,0.011960292,0,0,0,0,0,0
vanillalast,0.011960292,0,0,0,0,0,0
vanillaicl,0.011960292,0,0,0,0,0,0
valuesnetdeberta,0.011960292,0,0,0,0,0,0
coder17b,0.011960292,0,0,0,0,0,0
codeqwenchat,0.011960292,0,0,0,0,0,0
codellamasolidity,0.011960292,0,0,0,0,0,0
graphwavenet,0.011960292,0.060882801,0.059719319,0,5.090410959,4.993132278,0
graphtoken,0.011960292,0,0,0,0,0,0
graphtextack,0.011960292,0,0,0,0,0,0
graphrouter,0.011960292,0,0,0,0,0,0
graphreader,0.011960292,0,0,0,0,0,0
graphrag,0.011960292,0.0304414,0.119438638,0,2.545205479,9.986264557,0
graphofthought,0.011960292,0,0,0,0,0,0
graphmind,0.011960292,0,0,0,0,0,0
grok30beta,0.011960292,0,0,0,0,0,0
gritlm7b,0.011960292,0,0.02985966,0,0,2.496566139,0
gridsearch,0.011960292,0,0,0,0,0,0
green,0.011960292,0,0,0,0,0,0
greedymethod,0.011960292,0,0,0,0,0,0
greedy,0.011960292,0,0,0,0,0,0
coherererank,0.011960292,0,0.02985966,0,0,2.496566139,0
cogvlm2video,0.011960292,0,0,0,0,0,0
cogvlm2llama3chat19b,0.011960292,0,0,0,0,0,0
cogvlm2llama3,0.011960292,0,0,0,0,0,0
cogito8b,0.011960292,0,0,0,0,0,0
cogito70b,0.011960292,0,0,0,0,0,0
cogalpha,0.011960292,0,0,0,0,0,0
codevqw,0.011960292,0,0,0,0,0,0
codet5,0.011960292,0.060882801,0.179157958,0.355871886,5.090410959,14.97939683,29.7544484
codestral22b,0.011960292,0,0,0,0,0,0
grpoadv,0.011960292,0,0,0,0,0,0
grpkpo,0.011960292,0,0,0,0,0,0
grovenozoom,0.011960292,0,0,0,0,0,0
grovenoval,0.011960292,0,0,0,0,0,0
grovenollmret,0.011960292,0,0,0,0,0,0
grovenoapply,0.011960292,0,0,0,0,0,0
grove,0.011960292,0,0,0,0,0,0
groupdebate,0.011960292,0,0,0,0,0,0
groundinggpt,0.011960292,0,0,0,0,0,0
groundingdino,0.011960292,0.0304414,0.02985966,0,2.545205479,2.496566139,0
grounded3dllm,0.011960292,0,0,0,0,0,0
grokcodefast,0.011960292,0,0,0,0,0,0
grok4web,0.011960292,0,0,0,0,0,0
grok3reasoner,0.011960292,0,0,0,0,0,0
grok3minilow,0.011960292,0,0,0,0,0,0
grok3minihigh,0.011960292,0,0,0,0,0,0
grpomask,0.011960292,0,0,0,0,0,0
grpohighen,0.011960292,0,0,0,0,0,0
grpoen,0.011960292,0,0,0,0,0,0
grpocov,0.011960292,0,0,0,0,0,0
codellama7bpythonhf,0.011960292,0,0,0,0,0,0
codellama13binstruct,0.011960292,0,0,0,0,0,0
codeinterpretationmodel,0.011960292,0,0,0,0,0,0
codeie,0.011960292,0,0,0,0,0,0
codegen61b,0.011960292,0,0,0,0,0,0
codegen350m,0.011960292,0,0,0,0,0,0
codegen25,0.011960292,0,0,0,0,0,0
codegen,0.011960292,0,0,0.039541321,0,0,3.306049822
codebert,0.011960292,0.121765601,0.179157958,0.711743772,10.18082192,14.97939683,59.5088968
grpoclip,0.011960292,0,0,0,0,0,0
gumbelmax,0.011960292,0,0,0,0,0,0
guidedneuralsearch,0.011960292,0,0,0,0,0,0
guanaco3b,0.011960292,0,0,0,0,0,0
gtrxl,0.011960292,0,0,0,0,0,0
gtrt5xl,0.011960292,0,0,0,0,0,0
gtrt5large,0.011960292,0,0,0,0,0,0
gtemultilingualbase,0.011960292,0,0,0,0,0,0
gsm,0.011960292,0,0,0,0,0,0
gru,0.011960292,0,0,0,0,0,0
grpoverif,0.011960292,0,0,0,0,0,0
grposr,0.011960292,0,0,0,0,0,0
valuecell,0.011960292,0,0,0,0,0,0
vad,0.011960292,0,0,0,0,0,0
v2watermark,0.011960292,0,0,0,0,0,0
utilitarianmodel,0.011960292,0,0,0,0,0,0
agentalpha,0.011960292,0,0,0,0,0,0
afm,0.011960292,0,0,0,0,0,0
afl,0.011960292,0,0,0,0,0,0
afgsm,0.011960292,0,0,0,0,0,0
affordbot,0.011960292,0,0,0,0,0,0
affordancenet,0.011960292,0,0,0,0,0,0
affordancellm,0.011960292,0,0,0,0,0,0
aero1audio,0.011960292,0,0,0,0,0,0
aecnn,0.011960292,0,0,0,0,0,0
harmbench,0.011960292,0,0,0,0,0,0
hapm,0.011960292,0,0,0,0,0,0
hanorec,0.011960292,0,0,0,0,0,0
halva,0.011960292,0,0,0,0,0,0
hala9b,0.011960292,0,0,0,0,0,0
hala700m,0.011960292,0,0,0,0,0,0
hala350m,0.011960292,0,0,0,0,0,0
hala12b,0.011960292,0,0,0,0,0,0
haiku45,0.011960292,0,0,0,0,0,0
haddpgfd,0.011960292,0,0,0,0,0,0
hadamard,0.011960292,0,0,0,0,0,0
hacl,0.011960292,0,0,0,0,0,0
h2o,0.011960292,0,0,0,0,0,0
